STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-06-22,23,"H,,S",30.5,",,S",17,",,S"
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-06-23,22.8,"H,,S",,,,
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-06-24,23.6,"H,,S",30.2,",,S",17.4,",,S"
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-06-25,19.4,"H,,S",29.7,",,S",,
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-06-26,11.7,"H,,S",24,",,S",7.3,",,S"
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-06-27,12.5,"H,,S",,,7.1,",,S"
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-06-28,24.3,"H,,S",,,11.9,",,S"
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-06-29,25.6,"H,,S",31,",,S",22.2,",,S"
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-06-30,18.9,"H,,S",30.9,",,S",,
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-07-01,13.9,"H,,S",18.6,",,S",12.9,",,S"
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-07-02,13.7,"H,,S",15.5,",,S",11.3,",,S"
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-07-03,14.3,"H,,S",,,10.2,",,S"
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-07-04,11.9,"H,,S",18,",,S",6.3,",,S"
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-07-05,11.2,"H,,S",16.7,",,S",6.1,",,S"
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-07-06,8.4,"H,,S",15.1,",,S",3.3,",,S"
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-07-07,8.9,"H,,S",,,3,",,S"
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-07-08,13.1,"H,,S",,,2.8,",,S"
